id,Name,Ort,Standort des Lagers,Betreiber,Dauer des Bestehens,Häftlingsbelegung,Unterbringung,Art der Arbeiten,Todesopfer,Rücküberstellungen,Fluchten,Zugänge aus anderen Lagern,Evakuierung,Juristische Aufarbeitung,Besonderheiten der Evakuierung,Besonderheiten des Lagers,Ende der Evakuierung,Todesopfer/Vorkommnisse,Verlauf/Orte,Datum,Typ,Stärke der Kolonne,Beginn der Evakuierung,Marsch auf sächsischem Gebiet,weitere Evakuierung,Ende/Befreiung,Besonderheiten,Häftlingsstärke,Verbleib,Arbeitseinsatz,Herkunft,Anzahl Todesopfer,Bekannte Opfer,Dauer des Bahntransports,Dauer der Evakuierung
69,Aussenlager KZ Flossenbuerg,Dessau (16).,Nicht bekannt.,Waggonfabrik Dessau.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Etwa am 21. April Befreiung des Lagers durch amerikanische Truppen; am 8. Mai Ende des Schiffstransports.,20. April 1945: Vier Häftlinge in Dessau und während des Marsches wurde mindestens ein Häftling erschossen. Eine unbekannte Anzahl von Toten gab es bei dem Schiffstransport.534 KZ-Außenlager außerhalb Sachsens – Märsche,Nicht bekannt.,1945-04-14,Marsch,338 männliche Häftlinge bei Evakuierungsbeginn.,Zwischen 14. und 20. April 1945 Abmarsch von 100 bis 150 Häftlingen aus Dessau.,In Nachtmärschen erreichte man nach etwa fünf Tagen die Elbe (wahrscheinlich im Raum Torgau). Dann wurden die Häftlinge auf Kähne verladen und elbaufwärts gebracht.,In der Nähe von Leitmeritz (Litomerice) flohen am 8. Mai 1945 die Wachmannschaften des Transports.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
70,Aussenlager KZ Flossenbuerg,Gebhardsdorf (Giebultòw) (31).,Nicht bekannt.,Firma Aerobau Heinrich Lehmann GmbH Berlin.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,500 ungarische und polnische Jüdinnen und 260 Frauen des AL Gräflich-Röhrsdorf (Skarbkòw kolo Mirska).,17. Januar 1945: Über Raspenau (Raspenava) – Reichenberg (Liberec) nach Kratzau (Chrastava). Die Frauen aus Gräflich- Röhrsdorf blieben dort zurück und mussten in einer Munitions fabrik arbeiten. Die Frauen aus Gebhardsdorf marschierten über Grottau (Hrádek nad Nisou) weiter.,"Marsch nach Zittau, wo im kalten Saal des Theaters übernachtet wurde. Dann Marsch über Großschönau nach St. Georgenthal (Jiretin nad Jedlovou). Während des Marschs wurden acht Frauen an einem mit Waffen beladenen Leiterwagen angebunden und zogen diesen.",Am Marschziel bildeten die Frauen das AL St. Georgenthal II des KZ Groß-Rosen. Sie wurden zur Produktion von Flugzeugteilen in einem Rüstungsbetrieb eingesetzt.,8. Mai 1945 von sowjetischen Truppen.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
71,Aussenlager KZ Flossenbuerg,"Grünberg und Schlesiersee II (36). Schlesiersee (Slawa) I + II/Grünberg (Zielona Gòra), preußische Provinz Schlesien.",Nicht bekannt.,Unternehmen „Berthold“ Bau von Befestigungsanlagen/Deutsche Wollwaren Manufaktur AG.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,2.700 Frauen und Mädchen.,"21. Januar 1945 von AL Schlesiersee I + II nach Grünberg, von dort zusammen mit Frauen des AL Grünberg in zwei Kolonnen am 29. Januar. 1. Gruppe circa 1.300 Frauen durch Bahntransport nach KZ Bergen Belsen, 2. Gruppe durch Marsch zuerst bis Helmbrechts. Verzeichnis der KZ-Außenlager 535","Muskau – Weißwasser – Nochten – Salzenforst (Massaker, 43 Frauen wurden erschossen) – 16. Februar Dresden – 18. Februar Freiberg – 22. Februar Chemnitz – in Oelsnitz/V. wurden 179 marschunfähige Frauen in offenen Güterwagen nach Zwodau (Svatava) gebracht. Die Übernachtung erfolgte in Theuma, die anderen Häftlingsfrauen setzten den Marsch fort. 621 kamen am 6. März im AL Helmbrechts des KZ Flossenbürg an.","Am 13. April wurde der Marsch nach Zwodau (Swatava) fortge- setzt, am 19. April zusammen mit den vorher Eingetroffenen. In Wallern (Volary) kamen am 3. Mai die völlig entkräftete Frauen an und die noch Gehfähigen wurden vom SS-Unterscharführer Dörr nach Prachatitz (Prachatice) getrieben, der einen Befehl Himmlers, die Ermordung von Juden einzustellen, missachtete. Unterwegs gab es einen Tieffliegerangriff, Erschießungen und Fluchten.",Ein Teil wurde am 6. Mai von amerikanischen Truppen befreit. Nur 138 der Frauen aus Schlesiersee überlebten den Marsch.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
72,Aussenlager KZ Flossenbuerg,"Hadmersleben, preußische Provinz Sachsen (38).",Nicht bekannt.,"AGO Flugzeugwerke Hadmersleben, „Hans“.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"1.421 Männer, politische Häftlinge.","7. bis 11. April 1945: Häftlinge wurden in mehreren Gruppen aus dem Lager getrieben. Eine Gruppe marschierte ostwärts bis zur Elbe und wurde bei Aken oder „Rosenau“ (Roßlau) auf Elbkähne verladen. Anschließend ging der Transport bis Lobositz (Lovo- sice), möglicherweise zusammen mit den Häftlingen aus Dessau.",Elbe Durchfahrt Sachsen.,Absonderung von Typhuskranken während des Transports und Erschießungen.,"8. Mai 1945: Nach dem Anlegen bei Lobositz (Lovosice) setzen sich die Wachmannschaften ab, Befreiung durch sowjetische Truppen.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
73,Aussenlager KZ Flossenbuerg,"Halbau (Ilowa), preußische Provinz Niederschlesien (40).",Nicht bekannt.,Firma Winkler (Propellerbau).,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"Etwa 1.000 Männer, politische Häftlinge.","12. Februar 1945: Evakuierung der marschfähigen Häftlinge, wahrscheinlich in Richtung Rothenburg/Oberlausitz. Etwa 60 kranke und marschunfähige Häftlinge wurden zurückgelassen. 17. bis 20. Februar 1945: Die zurückgebliebenen Häftlinge wurden von der Roten Armee befreit.",6. Februar 1945: Etwa 900 Häftlinge trafen in Dehnitz bei Wurzen ein und wurden in zwei Scheunen untergebracht. Die Marschstre- cke betrug mindestens 220 Kilometer und führte wahrscheinlich von Rothenburg über Niesky – Bautzen – Kamenz – Großenhain – Riesa und Wermsdorf nach Dehnitz.,1. März 1945: Die Häftlinge mussten nach Bennewitz marschie- ren und wurden dort in Güterwaggons verladen. Drei tote Häftlinge wurden am Lagerort begraben. 20. März 1945: In Bergen-Belsen wurden etwa 600 Überlebende des Transports aus Halbau registriert.Ende/Befreiung,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
74,Aussenlager KZ Flossenbuerg,"Halberstadt, preußische Provinz Sachsen (41).",Nicht bekannt.,Junkers Flugzeug- und Motoren AG Dessau.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"Etwa 500 Männer, politische Häftlinge. Weitere 400 Häftlinge befanden sich in einem Außenkommando, welches im Außenlager „Malachit“ Halberstadt-Zwieberge eingerichtet worden war.",9. April 1945: Räumung des Lagers und Marsch über Könnern und Zörbig in südöstliche Richtung; 14. April 1945: Marsch Bitterfeld – Düben – Pressel.,17. April: Marschpause in Langenreichenbach (eine erfolgreiche Flucht); 18. April: Marsch Luppa – Riesa; 20. bis 22. April: Marsch bis Deutschenbora; 22. bis 25. April: Marschpause in Deutschenbora; 26. April: Marsch durch Freiberg; 27. bis 29. April: Marsch bis Brand-Erbisdorf und Übernachtung vor Langenau im Wald; 30. April: Weitermarsch nach Borstendorf. Ein Teil der Häftlinge wird mit Entlassungsschein freigelassen. 7. Mai 1945: Marsch der freigelassenen Häftlinge über Grün hainichen nach Klaffenbach. Verzeichnis der KZ-Außenlager 537,Nicht bekannt.,"8. Mai 1945: Weitermarsch über Neukirchen – Mittelbach bis Oberlungwitz, dort Kontakt mit amerikanischen Truppen und Befreiung.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
75,Aussenlager KZ Flossenbuerg,"Hartmannsdorf (Miloszów), preußische Provinz Niederschlesien (42).",Nicht bekannt.,Walter-Werke.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,Circa 700 Männer aus acht europäischen Ländern.,6. Februar 1945: Hartmannsdorf – Seidenberg (Zawidów).,Zittau – (wahrscheinlich) Spitzkunnersdorf – Seifhennersdorf – Löbau – Bautzen – Kamenz – Königsbrück – Glauschnitz – Sacka – Thiendorf – Schönfeld – Quersa – Adelsdorf; 28. Februar 1945: Großenhain – Wildenhain – Glaubitz – Zeithain – Röderau – Lessa – Bobersen – Gohlis – Kleinzschepa – Lorenz- kirch – Strehla – Oppitsch – Rittergut Forberge bei Riesa; 1. März 1945: Gröba – Merzdorf – Canitz – Bornitz – Lonnewitz – Oschatz – Lampersdorf – Hubertusburg – Wermsdorf – Mutz- schen; Ab 2. März 1945: Mutzschen – Pegau.,Weißenfels – Naumburg – Bad Kösen – Bad Sulza – Apolda – Weimar; 12. März 1945: Ankunft in Buchenwald.,11. April 1945: Befreiung der im KZ Buchenwald befindlichen Häftlinge.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
76,Aussenlager KZ Buchenwald,"Harzungen, preußische Provinz Sachsen (43).",Nicht bekannt.,"SS, Bauvorhaben B 3.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Keine Angaben bekannt,Nicht bekannt.,Nicht bekannt.,Nach einem am 8. Mai Marsch von Rabstein in Richtung Wern- stadt (Vernerice). Dort löst sich am 9. Mai 1945 die Kolonne auf.,Keine Angaben bekannt.,"17. April: Etwa 150 Häftlinge erreichten zu Fuß zwischen Boragk (Mühlberg) und Lichtensee sächsisches Gebiet und marschieren über Großenhain nach Folbern; 18. April: Marsch von Folbern nach Radeburg; 19. April: Marsch Radeburg – Radeberg – Stolpen; 20. April: Marsch Stolpen – Sebnitz – Hinterhermsdorf; 21. April: Von Hinterhermsdorf wurde Sachsen in Richtung Schönlinde (Krasna Lipa) verlassen. Weitermarsch in das AL Rabstein (Rabštejn) des KZ Flossenbürg. Befreiung einer Teilgruppe bei Lauenstein, Osterzgebirge",1945-04-14,Marsch,Nicht bekannt.,"4. April 1945: Während die meisten Häftlinge nach Norddeutsch- land verbracht wurden, musste eine kleine Gruppe von etwa 150 bis 200 Häftlingen nach Süden marschieren.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Etwa 6.500.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
77,Aussenlager KZ Flossenbuerg,"Kittlitztreben (Trzebien), preußische Provinz Niederschlesien (37).",Nicht bekannt.,"Muna Kittlitztreben, Firma Stein & Teer.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"1.200 jüdische Männer, überwiegend Polen und Ungarn.",9. Februar 1945: Marsch über Bunzlau nach Görlitz.,"Bis 28. Februar 1945: Marsch auf der Strecke Königshain – Wei- ßenberg – Bautzen – Pulsnitz – Langebrück – Autobahnbrücke Dresden – Weistropp – Hühndorf – Blankenstein; 1. März: Neukirchen (sechs Todesfälle); 2. bis 12. März: Krummenhennersdorf (Marschpause, 16 Todes- fälle); 12./13. März: Langhennersdorf (neun Todesfälle); 13. März: Bockendorf – Flöha – Erdmannsdorf (vier Todesfälle); 14. März: Dittmannsdorf – Gornau – Weißbach (Todesfälle?); 15. bis 17. März: Kemtau – Burkhardsdorf – Adorf (neun Todes- fälle); 17./18. März: Erlbach-Kirchberg (sechs Todesfälle) – Lichten- stein; 19. März: Zwickau – Königswalde – Lauterbach (neun Todesfälle); 21. März 1945: Mannichswalde (fünf Todesfälle). Verzeichnis der KZ-Außenlager 539",22. März 1945: Kauern (fünf oder sechs Todesfälle); 26. März: Gera/Zwötzen – Oberröppisch – Weißig – Markersdorf – Saara; 27. bis 29. März: Eineborn – Ottendorf (Todesfälle?); 29. bis 31. März: Altendorf (ein Todesfall); 2. April: Milda (ein Todesfall) – Weitermarsch nach Buchenwald; 4. April: Ankunft von 746 Häftlingen in Buchenwald. Der Marsch forderte mehr als 65 Tote. Ein großer Teil der Häftlinge wurde ab 7. April weiter evakuiert und auf Todesmarsch geschickt.,11. April 1945: Befreiung der im KZ Buchenwald befindlichen Häftlinge.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
78,Aussenlager KZ Buchenwald,"Langenstein-Zwieberge, preußische Provinz Sachsen (51). Organisation Todt.",Nicht bekannt.,"Kommando „Malachit“, SS-Baustab B II; Kommando „Maifisch“",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Bis 28. April 1945: Einige hundert Überlebende der Marsch kolonne wurden bei Wittenberg befreit.Besonderheiten,Bei Mühlbeck wurden im Sommer 1945 68 Opfer der Todes märsche durch das Gebiet in einen Ehrenhain umgebettet. (siehe auch (4)),Nicht bekannt.,1945-04-14,Marsch,Nicht bekannt.,"9. April 1945: Etwa 3.000 Häftlinge traten einen Marsch in südöstliche Richtung an. Etwa 1.400 marschunfähige Häftlinge blieben unversorgt im Lager zurück. 11. April 1945: 1.060 Häftlinge wurden durch amerikanische Truppen im Lager befreit. Von ihnen sterben weitere 100 in den nächsten Tagen an den Folgen der Zwangsarbeit. Etwa 14. April 1945: Zumindest ein Teil der in 500er-Blöcke aufgeteilten Marschkolonnen passiert die Mulde bei Bitterfeld. Das Marschtempo war sehr hoch und forderte viele Opfer. Das Gebiet zwischen Bitterfeld und Mühlbeck wurde in diesen Tagen durch eine ganze Anzahl von Evakuierungsmärschen von KZ-Häftlingen aus dem Harzvorland passiert. Bis 16. April 1945: Die Häftlinge marschieren an der damaligen Landesgrenze zwischen Sachsen und der preußischen Provinz Sachsen bis über die Elbe. Eine Route führte über Krina, Söllichau nach Trossin, eine zweite über Düben und Kossa nach Trossin, von wo der Weg über Dommitzsch und Prettin in Richtung Wittenberg ging.",Zwischen Bitterfeld und Prettin marschierten die Marschblöcke auf verschiedenen Routen an der heutigen Landesgrenze Sachsens entlang.540 KZ-Außenlager außerhalb Sachsens – Märsche,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Etwa 4.400 nichtjüdische und jüdische Männer.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
79,Aussenlager KZ Flossenbuerg,"Lichtenburg-Prettin, Schloss Lichtenburg, preußische Provinz Sachsen (56).",Nicht bekannt.,"SS-Hauptzeugamt, KZ Sachsenhausen.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"47 Männer, Zeugen Jehova.",23. April 1945: Bei der Räumung des Standortes wurden die Häftlinge im Tross der SS-Einheit mitgenommen.,Die Einheit wurde nach Hof bei Oschatz verlegt. 3. Mai 1945: Die Häftlinge wurden freigelassen.weitere Evakuierung,Nicht bekannt.,6. Mai 1945: Durch den Vorstoß sowjetischer Truppen nach Süden wurde das Gebiet befreit.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
80,Aussenlager KZ Gross-Rosen,"Neusalz (Nowa Sòl), preußische Provinz Schlesien (66).",Nicht bekannt.,"Gruschwitz Textilwerke AG, Neusalz, Breslauer Str. 43.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,1.000 jüdische Frauen und Mädchen.,31. Januar 1945 nach Christianstadt (Krzystkowice) in das dortige geräumte AL.,Am 6. Februar 1945 über Muskau – Nochten (Übernachtung) – Weißwasser – Bautzen (Übernachtung in der Turnhalle des Schiller-Gymnasiums) – Bischofswerda – Helmsdorf (Nachtquar- tier in mehreren Scheunen) – Pirna – Zehista (zwei Übernachtun- gen) weiter über den Erzgebirgskamm nach Nordböhmen.,"Der Marsch führte weiter über Karlsbad (Karlory Vary) nach Zwotau (Slatava), dort wurden 869 Häftlinge registriert – KZ Flossenbürg. Am 17. März wurden die Frauen in teils offenen Kohlewagen verladen und über Sachsen – in Leipzig erfolgte ein Bombenangriff – nach Bergen Belsen transportiert. 427 wurden dort im Konzentrationslager nach siebentägiger Fahrt registriert. Verzeichnis der KZ-Außenlager 541",Am 15. April durch englische Truppen befreit.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
81,Aussenlager KZ Flossenbuerg,"Schwarzheide, preußische Provinz Brandenburg (82).",Nicht bekannt.,Benzin-Braunkohle AG (BRABAG).,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"600 Männer, überwiegend jüdische Tschechen; auch Deutsche, Polen, Franzosen, Holländer, Österreicher.",Am 18. April 1945 auf einen Todesmarsch in Richtung Theresien- stadt (Terezín).,Kamenz (Übernachtung in einer Ziegelei) – Bischhofswerda (Übernachtung in einer Mulde); 20. April: Neustadt/Sachsen – Rugiswalde – Sebnitz – Saupsdorf – Hinterhermsdorf (Übernachtung in drei Scheunen) – unterwegs wurden gehunfähige Häftlinge ermordet.,"23. April: Schön-Linde (Krasná Lipa) – Warnsdorf (Varnsdorf). Der Häftlingszug blieb hier bis zum 5. Mai, die Häftlinge wurden in jüdische und nicht-jüdische aufgeteilt. Die circa 120 „Arischen“ (TM 82.2) marschierten weiter über Heida (Novy Bor) bis Langenau (Skalice) und wurden von der Roten Armee am 8. Mai befreit. Die jüdischen Häftlinge (BT 82.1) trieb die SS auf dem Bahnhof in Warnsdorf in offene Kohlewaggons. In Leipa (Ceská Lipa) wurden 17 tote Häftlinge gezählt. Der Zug blieb zwei Tage im Regen stehen und einige Häftlinge, die sich nicht mehr bewegen konnten, ertranken im Regenwasser. Der Zug fuhr weiter bis Leitmeritz (Litomerice) und die Häftlinge öffneten selbst die Waggons.",Am 8. Mai floh die Wachmannschaft und die Überlebenden schleppten sich zu Fuß bis nach Theresienstadt (Terezín). Acht Tote blieben zurück. Im Lager wurden die Überlebenden vom Dänischen Roten Kreuz versorgt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
82,Aussenlager KZ Flossenbuerg,"Sonneberg, Thüringen (85).",Nicht bekannt.,Maschinenfabrik G.E. Reinhardt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Marsch,"467 Männer, überwiegend polnische und ungarische Juden.","4. April 1945: Bei Bekanntgabe der Evakuierung kam es unter den Häftlingen zu einer Revolte, bei der etwa 40 Häftlinge getötet wurden. Anschließend Marsch bis Neuhaus am Rennweg über Lehesten Rückmarsch; 9. April 1945: Ankunft im Lager und erneuter Marsch über Kronach – Lobenstein – Saalburg nach Sachsen.","14. April 1945: Zwischen Langenbuch und Mühltroff (1†) wurde sächsisches Gebiet erreicht, Marsch über Mehltheuer (ein Todesfall) nach Syrau (ein Todesfall); 15. April 1945: Marsch Neundorf (sieben Todesfälle) – Kürbitz (zwei Todesfälle) – Meßbach (1†) – Pirk (fünf Todesfälle); 16. April 1945: Marsch Bobenneukirchen (vier Todesfälle) – Bergen b. Adorf (1†) – Hermsgrün – Leubetha; 17. April 1945: Marsch Wohlbach (sieben Todesfälle) – Gunzen (1†) – Rautenkranz (3†) – Zwota – Klingenthal. Vermutlich auf der Route Tannenbergsthal – Rautenkranz – Carlsfeld wurde das sächsische Gebiet verlassen.",Nicht bekannt.,Auf tschechischem Gebiet am 7. Mai Befreiung durch amerikani- sche Streitkräfte.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
83,Aussenlager KZ Flossenbuerg,"Staßfurt, OT Neu-Staßfurt, preußische Provinz Sachsen (86).",Nicht bekannt.,"Kommando „Reh“ (Ingenieurbüro Schlempp, Bauleitung 200) und Kommando „Wälzer“ (Firma Wälzer).",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Am 8. Mai wurden die überlebenden Häftlinge freigelassen.,221 bekannte Todesopfer entlang der Marschstrecke in Sachsen.,Nicht bekannt.,1945-04-14,Marsch,Nicht bekannt.,11. April 1945: Lagerräumung; 11.–13. April: Marsch über Warmsdorf – Dalena – Glebitsch; 14. April: Glebitsch – Zaasch – Schenkenberg – Delitzsch – (Lin- denhayn – Hohenprießnitz) – Niederglauba – Wellaune; 15. April: Wellaune – Düben – Görschlitz – Kossa; 16. April: Kossa – Authausen – Pressel – Wildenhain – Mockrehna – Oberaudenhain; 17. April: Oberaudenhain – Probsthain – Schildau – Sitzenroda – Lausa – Bockwitz; 18. April: Von Bockwitz nach Sachsen. Verzeichnis der KZ-Außenlager 543,Schöna – Cavertitz – Laas – Schmorkau – Lonnewitz – Bornitz – Reppen – Raitzen; 19. April: Raitzen – Hof – Staucha – Altsattel – Lommatzsch – Großkagen – Löthain – Riemsdorf; 20. April: Riemsdorf – Ullendorf – Röhrsdorf – Sora – Wilsdruff – Grumbach – Fördergersdorf – Kurort Hartha; 21. April: Kurort Hartha – Grillenburg – Klingenberg – Obercolm- nitz – Pretzschendorf – Oberbobritzsch – Friedersdorf; 22. April: Friedersdorf – Burkersdorf – Nassau; 23. April: Nassau – Clausnitz; 24./25. April: Marschpause in Clausnitz; 26. April: Marsch Clausnitz – Friedebach – Sayda – großes Vorwerk – Dittersbach-Neuhausen; 27. April bis 6. Mai: Dittersbach-Neuhausen; 7. Mai: Dittersbach – Heidersdorf – Oberneuschöneberg – Olbern- hau – Ansprung; 8. Mai: Ansprung – Zöblitz – Marienberg – Mildenau – Annaberg/ Erzgeb.,Nicht bekannt.,Nicht bekannt.,Der Evakuierungsverlauf wurde durch teilnehmende französische Häftlinge bereits in den 1950er Jahren gut dokumentiert.,"Etwa 700 Männer, teilweise Juden.",Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
84,Außenlager des KZ Dora-Mittelbau,"Artern, preußische Provinz Sachsen (3).",Nicht bekannt.,Firma Gollnow und Sohn (Tarnname: Geyer und Sohn).,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Lagerräumung um den 5. April 1945 – Transport nach Tröglitz/ Rehmsdorf (keine Angaben zur Strecke bekannt).,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,1945-04-14,Transport,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Etwa 250 männliche Häftlinge.,Eintreffen im Lager.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.,Nicht bekannt.
